    æ‡¿Î    : ∏¥‘≠÷µ£¨        ≥§≤®£¨         ÷–≤®£¨        ∂Ã≤® 
  0.184m: 0.051230 , 0.004030 ,  0.003783, -0.034316 
  0.186m: 0.391318 , 0.003969 ,  0.003197, -0.040920 
  0.188m: -0.453122 , 0.003904 ,  0.002555, -0.045331 
  0.190m: -0.045915 , 0.003835 ,  0.001868, -0.047644 
  0.192m: -0.370881 , 0.003764 ,  0.001146, -0.048183 
  0.194m: 0.410012 , 0.003689 ,  0.000402, -0.047434 
  0.196m: 0.044788 , 0.003612 ,  -0.000355, -0.045944 
  0.198m: 0.219358 , 0.003533 ,  -0.001111, -0.044221 
  0.200m: -0.528239 , 0.003452 ,  -0.001858, -0.042644 
  0.202m: -0.141622 , 0.003370 ,  -0.002583, -0.041397 
  0.204m: -0.205104 , 0.003285 ,  -0.003277, -0.040443 
  0.206m: 0.075471 , 0.003200 ,  -0.003932, -0.039537 
  0.208m: 0.239310 , 0.003114 ,  -0.004538, -0.038281 
  0.210m: 0.137138 , 0.003027 ,  -0.005088, -0.036202 
  0.212m: -0.015109 , 0.002939 ,  -0.005577, -0.032848 
  0.214m: -0.135850 , 0.002852 ,  -0.005999, -0.027885 
  0.216m: -0.264066 , 0.002765 ,  -0.006351, -0.021170 
  0.218m: -0.269922 , 0.002677 ,  -0.006629, -0.012791 
  0.220m: 0.212222 , 0.002591 ,  -0.006834, -0.003081 
  0.222m: 0.033562 , 0.002505 ,  -0.006964, 0.007427 
  0.224m: 0.546587 , 0.002421 ,  -0.007022, 0.018061 
  0.226m: -0.268663 , 0.002338 ,  -0.007009, 0.028107 
  0.228m: -0.029313 , 0.002256 ,  -0.006929, 0.036901 
  0.230m: -0.364012 , 0.002176 ,  -0.006787, 0.043925 
  0.232m: 0.409922 , 0.002098 ,  -0.006587, 0.048869 
  0.234m: 0.039443 , 0.002022 ,  -0.006337, 0.051661 
  0.236m: 0.400788 , 0.001948 ,  -0.006041, 0.052463 
  0.238m: -0.400239 , 0.001877 ,  -0.005709, 0.051624 
  0.240m: -0.026771 , 0.001809 ,  -0.005347, 0.049609 
  0.242m: -0.207327 , 0.001743 ,  -0.004964, 0.046909 
  0.244m: 0.518706 , 0.001680 ,  -0.004566, 0.043956 
  0.246m: 0.110144 , 0.001621 ,  -0.004163, 0.041047 
  0.248m: 0.216617 , 0.001564 ,  -0.003760, 0.038298 
  0.250m: -0.113474 , 0.001511 ,  -0.003367, 0.035637 
  0.252m: -0.235913 , 0.001461 ,  -0.002988, 0.032826 
  0.254m: -0.110800 , 0.001415 ,  -0.002631, 0.029522 
  0.256m: -0.000925 , 0.001373 ,  -0.002301, 0.025350 
  0.258m: 0.125859 , 0.001334 ,  -0.002002, 0.019996 
  0.260m: 0.272820 , 0.001299 ,  -0.001738, 0.013278 
  0.262m: 0.221582 , 0.001268 ,  -0.001513, 0.005205 
  0.264m: -0.216282 , 0.001241 ,  -0.001328, -0.004000 
  0.266m: -0.035951 , 0.001218 ,  -0.001184, -0.013912 
  0.268m: -0.557909 , 0.001198 ,  -0.001082, -0.023955 
  0.270m: 0.251673 , 0.001183 ,  -0.001021, -0.033471 
  0.272m: 0.031622 , 0.001171 ,  -0.000999, -0.041812 
  0.274m: 0.357159 , 0.001163 ,  -0.001015, -0.048430 
  0.276m: -0.413064 , 0.001159 ,  -0.001064, -0.052949 
  0.278m: -0.040209 , 0.001159 ,  -0.001144, -0.055213 
  0.280m: -0.410855 , 0.001163 ,  -0.001250, -0.055298 
  0.282m: 0.383527 , 0.001171 ,  -0.001377, -0.053490 
  0.284m: 0.031534 , 0.001182 ,  -0.001521, -0.050228 
  0.286m: 0.208473 , 0.001196 ,  -0.001676, -0.046025 
  0.288m: -0.536963 , 0.001214 ,  -0.001837, -0.041381 
  0.290m: -0.080637 , 0.001236 ,  -0.001998, -0.036707 
  0.292m: -0.222947 , 0.001261 ,  -0.002154, -0.032255 
  0.294m: 0.137052 , 0.001288 ,  -0.002301, -0.028096 
  0.296m: 0.256191 , 0.001319 ,  -0.002434, -0.024119 
  0.298m: 0.104712 , 0.001353 ,  -0.002548, -0.020069 
  0.300m: 0.004762 , 0.001389 ,  -0.002640, -0.015612 
  0.302m: -0.111663 , 0.001428 ,  -0.002707, -0.010416 
  0.304m: -0.276898 , 0.001469 ,  -0.002747, -0.004233 
  0.306m: -0.187692 , 0.001512 ,  -0.002758, 0.003037 
  0.308m: 0.224382 , 0.001557 ,  -0.002740, 0.011298 
  0.310m: 0.038170 , 0.001604 ,  -0.002691, 0.020249 
  0.312m: 0.570122 , 0.001653 ,  -0.002615, 0.029415 
  0.314m: -0.230115 , 0.001703 ,  -0.002510, 0.038198 
  0.316m: -0.033793 , 0.001754 ,  -0.002381, 0.045959 
  0.318m: -0.349144 , 0.001806 ,  -0.002230, 0.052107 
  0.320m: 0.421242 , 0.001859 ,  -0.002060, 0.056184 
  0.322m: 0.041453 , 0.001912 ,  -0.001876, 0.057927 
  0.324m: 0.422224 , 0.001966 ,  -0.001682, 0.057303 
  0.326m: -0.361173 , 0.002019 ,  -0.001483, 0.054510 
  0.328m: -0.035422 , 0.002073 ,  -0.001284, 0.049940 
  0.330m: -0.208070 , 0.002125 ,  -0.001092, 0.044114 
  0.332m: 0.561350 , 0.002178 ,  -0.000910, 0.037599 
  0.334m: 0.052441 , 0.002229 ,  -0.000744, 0.030925 
  0.336m: 0.230975 , 0.002279 ,  -0.000600, 0.024501 
  0.338m: -0.153879 , 0.002328 ,  -0.000482, 0.018572 
  0.340m: -0.274623 , 0.002375 ,  -0.000394, 0.013186 
  0.342m: -0.096746 , 0.002420 ,  -0.000340, 0.008217 
  0.344m: -0.001294 , 0.002463 ,  -0.000323, 0.003406 
  0.346m: 0.099881 , 0.002504 ,  -0.000345, -0.001573 
  0.348m: 0.282921 , 0.002542 ,  -0.000409, -0.007023 
  0.350m: 0.161627 , 0.002577 ,  -0.000514, -0.013155 
  0.352m: -0.229322 , 0.002609 ,  -0.000661, -0.020023 
  0.354m: -0.038399 , 0.002638 ,  -0.000848, -0.027488 
  0.356m: -0.574009 , 0.002664 ,  -0.001073, -0.035218 
  0.358m: 0.212672 , 0.002685 ,  -0.001333, -0.042725 
  0.360m: 0.037840 , 0.002703 ,  -0.001624, -0.049425 
  0.362m: 0.349470 , 0.002717 ,  -0.001942, -0.054720 
  0.364m: -0.423632 , 0.002726 ,  -0.002281, -0.058087 
  0.366m: -0.041333 , 0.002731 ,  -0.002635, -0.059158 
  0.368m: -0.425924 , 0.002732 ,  -0.002996, -0.057773 
  0.370m: 0.348923 , 0.002727 ,  -0.003358, -0.054009 
  0.372m: 0.035743 , 0.002718 ,  -0.003713, -0.048168 
  0.374m: 0.218722 , 0.002703 ,  -0.004052, -0.040736 
  0.376m: -0.572786 , 0.002683 ,  -0.004368, -0.032310 
  0.378m: -0.038329 , 0.002658 ,  -0.004653, -0.023518 
  0.380m: -0.229123 , 0.002627 ,  -0.004898, -0.014925 
  0.382m: 0.173907 , 0.002591 ,  -0.005096, -0.006969 
  0.384m: 0.279880 , 0.002549 ,  -0.005240, 0.000097 
  0.386m: 0.103842 , 0.002501 ,  -0.005324, 0.006211 
  0.388m: -0.003917 , 0.002447 ,  -0.005341, 0.011496 
  0.390m: -0.100725 , 0.002388 ,  -0.005286, 0.016201 
  0.392m: -0.267060 , 0.002322 ,  -0.005157, 0.020641 
  0.394m: -0.146278 , 0.002251 ,  -0.004949, 0.025113 
  0.396m: 0.227020 , 0.002173 ,  -0.004662, 0.029824 
  0.398m: 0.065140 , 0.002089 ,  -0.004294, 0.034834 
  0.400m: 0.548245 , 0.002000 ,  -0.003847, 0.040030 
  0.402m: -0.208137 , 0.001904 ,  -0.003323, 0.045126 
  0.404m: -0.034771 , 0.001802 ,  -0.002724, 0.049700 
  0.406m: -0.373213 , 0.001695 ,  -0.002056, 0.053260 
  0.408m: 0.416695 , 0.001582 ,  -0.001324, 0.055314 
  0.410m: 0.039691 , 0.001462 ,  -0.000536, 0.055459 
  0.412m: 0.416405 , 0.001337 ,  0.000301, 0.053441 
  0.414m: -0.352943 , 0.001207 ,  0.001178, 0.049212 
  0.416m: -0.033685 , 0.001071 ,  0.002084, 0.042937 
  0.418m: -0.241631 , 0.000930 ,  0.003009, 0.034987 
  0.420m: 0.564265 , 0.000783 ,  0.003942, 0.025880 
  0.422m: 0.036207 , 0.000632 ,  0.004871, 0.016223 
  0.424m: 0.219710 , 0.000475 ,  0.005784, 0.006621 
  0.426m: -0.204426 , 0.000314 ,  0.006670, -0.002396 
  0.428m: -0.275568 , 0.000148 ,  0.007517, -0.010442 
  0.430m: -0.119343 , -0.000022 ,  0.008314, -0.017308 
  0.432m: 0.003195 , -0.000196 ,  0.009049, -0.022975 
  0.434m: 0.107170 , -0.000374 ,  0.009713, -0.027591 
  0.436m: 0.245515 , -0.000555 ,  0.010296, -0.031416 
  0.438m: 0.125581 , -0.000740 ,  0.010790, -0.034755 
  0.440m: -0.220268 , -0.000928 ,  0.011188, -0.037888 
  0.442m: -0.095904 , -0.001118 ,  0.011484, -0.040998 
  0.444m: -0.527355 , -0.001312 ,  0.011675, -0.044129 
  0.446m: 0.207485 , -0.001507 ,  0.011756, -0.047164 
  0.448m: 0.028779 , -0.001704 ,  0.011728, -0.049834 
  0.450m: 0.392387 , -0.001903 ,  0.011590, -0.051762 
  0.452m: -0.406121 , -0.002103 ,  0.011344, -0.052525 
  0.454m: -0.040131 , -0.002304 ,  0.010995, -0.051724 
  0.456m: -0.411028 , -0.002506 ,  0.010547, -0.049062 
  0.458m: 0.360355 , -0.002708 ,  0.010007, -0.044402 
  0.460m: 0.030198 , -0.002909 ,  0.009385, -0.037802 
  0.462m: 0.260697 , -0.003110 ,  0.008688, -0.029519 
  0.464m: -0.552407 , -0.003311 ,  0.007928, -0.019990 
  0.466m: -0.034970 , -0.003510 ,  0.007118, -0.009772 
  0.468m: -0.213768 , -0.003707 ,  0.006269, 0.000525 
  0.470m: 0.238124 , -0.003903 ,  0.005396, 0.010320 
  0.472m: 0.270791 , -0.004096 ,  0.004513, 0.019128 
  0.474m: 0.131663 , -0.004286 ,  0.003633, 0.026624 
  0.476m: 0.000634 , -0.004473 ,  0.002771, 0.032663 
  0.478m: -0.113683 , -0.004657 ,  0.001941, 0.037284 
  0.480m: -0.226827 , -0.004837 ,  0.001157, 0.040679 
  0.482m: -0.101850 , -0.005012 ,  0.000432, 0.043134 
  0.484m: 0.213726 , -0.005183 ,  -0.000221, 0.044966 
  0.486m: 0.124057 , -0.005348 ,  -0.000793, 0.046448 
  0.488m: 0.509359 , -0.005509 ,  -0.001271, 0.047753 
  0.490m: -0.206341 , -0.005663 ,  -0.001649, 0.048910 
  0.492m: -0.025143 , -0.005811 ,  -0.001919, 0.049799 
  0.494m: -0.408690 , -0.005953 ,  -0.002076, 0.050166 
  0.496m: 0.396191 , -0.006087 ,  -0.002117, 0.049669 
  0.498m: 0.038435 , -0.006215 ,  -0.002039, 0.047941 
  0.500m: 0.408357 , -0.006334 ,  -0.001845, 0.044664 
  0.502m: -0.366907 , -0.006446 ,  -0.001535, 0.039637 
  0.504m: -0.028642 , -0.006549 ,  -0.001114, 0.032822 
  0.506m: -0.277119 , -0.006644 ,  -0.000590, 0.024375 
  0.508m: 0.541456 , -0.006730 ,  0.000031, 0.014638 
  0.510m: 0.031974 , -0.006806 ,  0.000738, 0.004106 
  0.512m: 0.210307 , -0.006873 ,  0.001519, -0.006631 
  0.514m: -0.270933 , -0.006930 ,  0.002362, -0.016964 
  0.516m: -0.267809 , -0.006977 ,  0.003252, -0.026340 
  0.518m: -0.141699 , -0.007014 ,  0.004174, -0.034331 
  0.520m: -0.003366 , -0.007040 ,  0.005111, -0.040677 
  0.522m: 0.118755 , -0.007055 ,  0.006048, -0.045313 
  0.524m: 0.210368 , -0.007059 ,  0.006966, -0.048352 
  0.526m: 0.079249 , -0.007051 ,  0.007849, -0.050046 
  0.528m: -0.208473 , -0.007033 ,  0.008679, -0.050731 
  0.530m: -0.150089 , -0.007002 ,  0.009441, -0.050748 
  0.532m: -0.490177 , -0.006960 ,  0.010118, -0.050382 
  0.534m: 0.203992 , -0.006906 ,  0.010695, -0.049801 
  0.536m: 0.023795 , -0.006839 ,  0.011159, -0.049027 
  0.538m: 0.426486 , -0.006761 ,  0.011499, -0.047932 
  0.540m: -0.387235 , -0.006670 ,  0.011703, -0.046267 
  0.542m: -0.035032 , -0.006567 ,  0.011764, -0.043708 
  0.544m: -0.404727 , -0.006452 ,  0.011674, -0.039930 
  0.546m: 0.372189 , -0.006324 ,  0.011431, -0.034675 
  0.548m: 0.028511 , -0.006184 ,  0.011030, -0.027816 
  0.550m: 0.294307 , -0.006031 ,  0.010474, -0.019406 
  0.552m: -0.531748 , -0.005866 ,  0.009765, -0.009687 
  0.554m: -0.027810 , -0.005688 ,  0.008908, 0.000916 
  0.556m: -0.206213 , -0.005499 ,  0.007910, 0.011845 
  0.558m: 0.302541 , -0.005297 ,  0.006781, 0.022472 
  0.560m: 0.265992 , -0.005083 ,  0.005532, 0.032179 
  0.562m: 0.152413 , -0.004857 ,  0.004178, 0.040438 
  0.564m: 0.004854 , -0.004619 ,  0.002733, 0.046875 
  0.566m: -0.123004 , -0.004369 ,  0.001215, 0.051313 
  0.568m: -0.193357 , -0.004108 ,  -0.000358, 0.053783 
  0.570m: -0.057810 , -0.003836 ,  -0.001967, 0.054505 
  0.572m: 0.203889 , -0.003553 ,  -0.003592, 0.053841 
  0.574m: 0.176571 , -0.003258 ,  -0.005211, 0.052219 
  0.576m: 0.469854 , -0.002954 ,  -0.006806, 0.050064 
  0.578m: -0.201029 , -0.002639 ,  -0.008355, 0.047717 
  0.580m: -0.033376 , -0.002314 ,  -0.009838, 0.045382 
  0.582m: -0.459904 , -0.001979 ,  -0.011237, 0.043095 
  0.584m: 0.375684 , -0.001635 ,  -0.012534, 0.040723 
  0.586m: 0.045780 , -0.001282 ,  -0.013712, 0.037997 
  0.588m: 0.416801 , -0.000920 ,  -0.014756, 0.034570 
  0.590m: -0.375207 , -0.000550 ,  -0.015655, 0.030090 
  0.592m: -0.041049 , -0.000172 ,  -0.016397, 0.024277 
  0.594m: -0.322599 , 0.000213 ,  -0.016975, 0.016993 
  0.596m: 0.529776 , 0.000605 ,  -0.017382, 0.008284 
  0.598m: 0.041077 , 0.001004 ,  -0.017618, -0.001597 
  0.600m: 0.215114 , 0.001409 ,  -0.017681, -0.012211 
  0.602m: -0.339184 , 0.001819 ,  -0.017574, -0.022977 
  0.604m: -0.280537 , 0.002235 ,  -0.017303, -0.033245 
  0.606m: -0.175253 , 0.002655 ,  -0.016877, -0.042377 
  0.608m: -0.000304 , 0.003080 ,  -0.016307, -0.049830 
  0.610m: 0.138697 , 0.003507 ,  -0.015606, -0.055225 
  0.612m: 0.187521 , 0.003938 ,  -0.014790, -0.058393 
  0.614m: 0.038491 , 0.004372 ,  -0.013878, -0.059382 
  0.616m: -0.208984 , 0.004807 ,  -0.012890, -0.058443 
  0.618m: -0.220614 , 0.005244 ,  -0.011848, -0.055974 
  0.620m: -0.460064 , 0.005682 ,  -0.010773, -0.052451 
  0.622m: 0.195794 , 0.006120 ,  -0.009690, -0.048344 
  0.624m: 0.031166 , 0.006557 ,  -0.008623, -0.044048 
  0.626m: 0.476352 , 0.006994 ,  -0.007597, -0.039813 
  0.628m: -0.373522 , 0.007429 ,  -0.006636, -0.035724 
  0.630m: -0.049201 , 0.007862 ,  -0.005762, -0.031690 
  0.632m: -0.416785 , 0.008292 ,  -0.004999, -0.027483 
  0.634m: 0.373861 , 0.008719 ,  -0.004367, -0.022792 
  0.636m: 0.035517 , 0.009143 ,  -0.003885, -0.017301 
  0.638m: 0.337710 , 0.009561 ,  -0.003570, -0.010763 
  0.640m: -0.525820 , 0.009975 ,  -0.003436, -0.003069 
  0.642m: -0.043852 , 0.010383 ,  -0.003494, 0.005704 
  0.644m: -0.216058 , 0.010784 ,  -0.003753, 0.015280 
  0.646m: 0.362174 , 0.011179 ,  -0.004217, 0.025204 
  0.648m: 0.270024 , 0.011567 ,  -0.004887, 0.034889 
  0.650m: 0.178935 , 0.011946 ,  -0.005762, 0.043690 
  0.652m: -0.008784 , 0.012317 ,  -0.006835, 0.050992 
  0.654m: -0.152968 , 0.012678 ,  -0.008095, 0.056296 
  0.656m: -0.178373 , 0.013030 ,  -0.009530, 0.059284 
  0.658m: -0.028223 , 0.013372 ,  -0.011121, 0.059866 
  0.660m: 0.193739 , 0.013702 ,  -0.012848, 0.058187 
  0.662m: 0.238245 , 0.014022 ,  -0.014687, 0.054602 
  0.664m: 0.427569 , 0.014329 ,  -0.016609, 0.049617 
  0.666m: -0.203821 , 0.014625 ,  -0.018587, 0.043811 
  0.668m: -0.037890 , 0.014907 ,  -0.020585, 0.037744 
  0.670m: -0.506163 , 0.015176 ,  -0.022571, 0.031877 
  0.672m: 0.354941 , 0.015432 ,  -0.024508, 0.026503 
  0.674m: 0.038310 , 0.015673 ,  -0.026358, 0.021717 
  0.676m: 0.401501 , 0.015899 ,  -0.028085, 0.017410 
  0.678m: -0.387244 , 0.016110 ,  -0.029650, 0.013311 
  0.680m: -0.040922 , 0.016306 ,  -0.031016, 0.009049 
  0.682m: -0.364420 , 0.016486 ,  -0.032146, 0.004237 
  0.684m: 0.509291 , 0.016650 ,  -0.033006, -0.001438 
  0.686m: 0.035843 , 0.016797 ,  -0.033562, -0.008137 
  0.688m: 0.204768 , 0.016928 ,  -0.033785, -0.015815 
  0.690m: -0.397147 , 0.017041 ,  -0.033647, -0.024202 
  0.692m: -0.268688 , 0.017137 ,  -0.033124, -0.032820 
  0.694m: -0.193239 , 0.017215 ,  -0.032198, -0.041035 
  0.696m: 0.007784 , 0.017275 ,  -0.030853, -0.048146 
  0.698m: 0.160840 , 0.017317 ,  -0.029079, -0.053482 
  0.700m: 0.161663 , 0.017341 ,  -0.026869, -0.056502 
  0.702m: 0.011224 , 0.017346 ,  -0.024224, -0.056877 
  0.704m: -0.180676 , 0.017332 ,  -0.021149, -0.054551 
  0.706m: -0.258706 , 0.017300 ,  -0.017654, -0.049752 
  0.708m: -0.396968 , 0.017249 ,  -0.013755, -0.042971 
  0.710m: 0.215338 , 0.017179 ,  -0.009475, -0.034891 
  0.712m: 0.048062 , 0.017090 ,  -0.004840, -0.026299 
  0.714m: 0.540285 , 0.016982 ,  0.000119, -0.017970 
  0.716m: -0.325643 , 0.016855 ,  0.005363, -0.010566 
  0.718m: -0.015686 , 0.016709 ,  0.010853, -0.004537 
  0.720m: -0.374056 , 0.016544 ,  0.016541, -0.000074 
  0.722m: 0.419875 , 0.016360 ,  0.022379, 0.002915 
  0.724m: 0.069699 , 0.016158 ,  0.028313, 0.004771 
  0.726m: 0.409192 , 0.015937 ,  0.034290, 0.006012 
  0.728m: -0.457515 , 0.015698 ,  0.040250, 0.007238 
  0.730m: 0.001886 , 0.015440 ,  0.046136, 0.009012 
  0.732m: -0.162824 , 0.015164 ,  0.051887, 0.011755 
  0.734m: 0.470014 , 0.014871 ,  0.057444, 0.015655 
  0.736m: 0.301105 , 0.014559 ,  0.062748, 0.020616 
  0.738m: 0.252695 , 0.014231 ,  0.067741, 0.026257 
  0.740m: 0.039500 , 0.013886 ,  0.072367, 0.031953 
  0.742m: -0.113569 , 0.013524 ,  0.076572, 0.036924 
  0.744m: -0.087862 , 0.013145 ,  0.080306, 0.040352 
  0.746m: 0.066354 , 0.012751 ,  0.083523, 0.041516 
  0.748m: 0.247419 , 0.012341 ,  0.086182, 0.039916 
  0.750m: 0.342148 , 0.011916 ,  0.088246, 0.035375 
  0.752m: 0.455615 , 0.011476 ,  0.089682, 0.028092 
  0.754m: -0.129483 , 0.011022 ,  0.090467, 0.018654 
  0.756m: 0.041825 , 0.010555 ,  0.090581, 0.007977 
  0.758m: -0.446404 , 0.010074 ,  0.090010, -0.002793 
  0.760m: 0.413587 , 0.009580 ,  0.088751, -0.012419 
  0.762m: 0.122757 , 0.009074 ,  0.086802, -0.019739 
  0.764m: 0.485308 , 0.008556 ,  0.084173, -0.023822 
  0.766m: -0.303266 , 0.008027 ,  0.080877, -0.024099 
  0.768m: 0.045893 , 0.007488 ,  0.076938, -0.020459 
  0.770m: -0.289281 , 0.006939 ,  0.072381, -0.013279 
  0.772m: 0.577449 , 0.006380 ,  0.067243, -0.003395 
  0.774m: 0.129458 , 0.005813 ,  0.061563, 0.007988 
  0.776m: 0.305747 , 0.005238 ,  0.055387, 0.019436 
  0.778m: -0.329044 , 0.004655 ,  0.048766, 0.029458 
  0.780m: -0.138740 , 0.004065 ,  0.041756, 0.036688 
  0.782m: -0.112499 , 0.003470 ,  0.034416, 0.040051 
  0.784m: 0.180815 , 0.002869 ,  0.026809, 0.038901 
  0.786m: 0.258898 , 0.002263 ,  0.018999, 0.033097 
  0.788m: 0.224196 , 0.001653 ,  0.011056, 0.023025 
  0.790m: 0.268162 , 0.001040 ,  0.003046, 0.009552 
  0.792m: -0.356223 , 0.000425 ,  -0.004961, -0.006075 
  0.794m: 0.190675 , -0.000193 ,  -0.012896, -0.022376 
  0.796m: -0.507350 , -0.000811 ,  -0.020692, -0.037812 
  0.798m: 0.225204 , -0.001430 ,  -0.028282, -0.050950 
  0.800m: -0.331553 , -0.002049 ,  -0.035605, -0.060630 
